customer_id,customer_key,first_name,last_name,full_name,email,phone,address_line1,city,state,zip_code,country,customer_segment,industry,customer_status,acquisition_channel,registration_date,lifetime_value_usd,is_vip,created_at,updated_at
563,CUST-00563,Linda,Rivera,Linda Rivera,christinedoyle@example.com,001-518-256-3027x500,661 Newman Brook Suite 641,Katrinaborough,GU,57946,US,Mid-Market,Finance,Active,Event,2020-02-19,60667.62,0,2024-11-06T16:18:43.725235,2024-08-31T09:03:55.004736
564,CUST-00564,Phyllis,Phillips,Phyllis Phillips,shawtimothy@example.net,5188726001,103 Ellison Hollow Suite 299,South Timothymouth,NE,73721,US,Mid-Market,Real Estate,Inactive,Paid Search,2021-02-21,233833.91,0,2024-04-25T12:01:18.245945,2024-05-26T17:14:08.444663
565,CUST-00565,Sabrina,Martin,Sabrina Martin,xthomas@example.org,855-499-6725,19053 Sarah Rue,Scotttown,KS,65893,US,Mid-Market,Technology,Churned,Paid Search,2024-07-30,201649.45,0,2020-02-25T11:12:22.345271,2024-11-25T16:20:00.996401
566,CUST-00566,Kevin,Roberts,Kevin Roberts,carla96@example.com,(413)683-5071,531 Jacqueline Wall Apt. 036,Lake Jack,CO,09412,US,Enterprise,Education,Churned,Partner,2023-07-01,35954.52,0,2024-07-03T06:42:59.172484,2024-10-12T03:54:06.049816
567,CUST-00567,Joel,Maxwell,Joel Maxwell,bsimpson@example.com,+1-783-495-8558,425 Jennifer Island,South Darrellhaven,MD,64628,US,Consumer,Media,Active,Referral,2019-01-01,122863.89,0,2020-07-30T05:31:21.811971,2024-01-31T18:08:57.652572
568,CUST-00568,Carl,Rogers,Carl Rogers,coxcarol@example.com,674.347.3535x247,59497 Jordan Vista Apt. 053,Dixontown,IN,26090,US,Enterprise,Technology,Churned,Referral,2018-05-14,5472.03,1,2018-11-16T00:27:10.490162,2024-03-20T16:55:12.487916
569,CUST-00569,Christopher,Cobb,Christopher Cobb,margaretboyd@example.net,(360)787-8828,8730 Wilcox Mews,West Gabrielle,MD,24295,US,Enterprise,Education,Churned,Referral,2022-10-26,201708.13,0,2018-11-09T09:54:05.070698,2024-09-10T02:13:10.089446
570,CUST-00570,Ricky,Decker,Ricky Decker,jessica78@example.org,689-815-6734,77629 Chapman Circles Suite 336,New Cassandra,KS,49793,US,Mid-Market,Education,Active,Organic,2019-06-28,37354.15,0,2022-05-27T23:48:58.374861,2024-06-06T09:13:19.596477
571,CUST-00571,Teresa,Peterson,Teresa Peterson,norrisdaniel@example.net,+1-385-873-9083x521,2464 Harvey Villages Suite 957,New Renee,MN,64762,US,Enterprise,Media,Active,Organic,2022-04-08,93710.9,1,2020-04-19T21:14:04.081740,2024-09-16T20:27:12.216663
572,CUST-00572,Michael,Meyer,Michael Meyer,kirbybrett@example.org,579-978-9124,0598 Moon Greens,Lisaview,WY,27516,US,Enterprise,Education,Active,Paid Search,2024-08-13,34544.69,0,2020-12-23T11:03:12.558990,2024-10-05T08:39:58.377117
573,CUST-00573,Ernest,Cooley,Ernest Cooley,millerjessica@example.net,5389856811,5900 Martha Mills,Raystad,MD,19874,US,Consumer,Logistics,Prospect,Paid Search,2024-11-15,43963.57,0,2021-12-03T01:26:57.874477,2024-06-04T15:10:49.066949
574,CUST-00574,Rodney,Clark,Rodney Clark,christopher58@example.net,001-307-205-3260x119,297 Taylor Way,Michaelbury,VA,56415,US,Mid-Market,Real Estate,Active,Social Media,2023-10-05,77052.4,0,2018-04-19T00:33:10.850798,2024-01-22T14:52:40.730491
575,CUST-00575,Amanda,Mckenzie,Amanda Mckenzie,williamsmark@example.org,937-336-1587x3662,589 Carroll Fords,Johnton,VT,01433,US,Mid-Market,Retail,Prospect,Organic,2023-08-01,237222.63,1,2022-05-21T16:04:20.188021,2024-07-18T07:21:02.393751
576,CUST-00576,Theresa,Bray,Theresa Bray,odavis@example.com,731.356.6397x925,4369 Donna Villages,South Todd,NH,04193,US,Enterprise,Retail,Churned,Paid Search,2023-11-22,230299.03,0,2023-12-27T01:05:19.269277,2024-07-18T08:39:53.175622
577,CUST-00577,Robert,Cannon,Robert Cannon,cooperjohn@example.org,716.644.1610x19753,0510 Elizabeth Plains Apt. 273,West Douglaschester,IL,55842,US,Enterprise,Logistics,Active,Paid Search,2020-08-24,186463.16,0,2018-12-10T07:46:54.144312,2024-11-09T17:46:37.689701
578,CUST-00578,Monica,Baker,Monica Baker,shawn89@example.org,001-953-809-6906,909 Glen Plain Suite 987,Monicastad,DE,93157,US,SMB,Education,Active,Event,2019-10-25,221387.4,0,2019-08-30T02:28:16.245572,2024-10-31T07:18:15.948904
579,CUST-00579,Mark,Goodman,Mark Goodman,rmartinez@example.org,5686811640,881 Harris Mountains,Pearsonstad,NY,29657,US,SMB,Logistics,Active,Paid Search,2021-03-05,52816.23,0,2023-02-15T18:05:39.136489,2024-03-19T11:43:13.907768
580,CUST-00580,Justin,Wells,Justin Wells,clinton09@example.org,+1-715-638-6028x262,41231 Jennifer Knolls,Murraytown,KY,99848,US,SMB,Manufacturing,Active,Event,2018-02-05,819.65,1,2019-12-16T09:33:15.646821,2024-01-08T04:52:17.118132
581,CUST-00581,Jasmine,Simpson,Jasmine Simpson,cory32@example.com,(638)910-9794x122,872 Bird Way,Harrisburgh,MN,10741,US,Consumer,Government,Active,Social Media,2022-02-21,123523.96,1,2024-12-10T04:24:03.816246,2024-11-04T03:58:08.590866
582,CUST-00582,Laura,Lopez,Laura Lopez,geraldgarcia@example.net,+1-900-234-6861x630,672 Sarah Drive,North Brookebury,MO,54778,US,SMB,Media,Inactive,Organic,2018-02-05,207287.34,0,2023-01-19T00:07:11.177187,2024-01-26T15:34:08.595977
583,CUST-00583,Michael,Ortiz,Michael Ortiz,smithsteven@example.net,900-317-3259x00739,72211 Amber Light,Lake Williamland,SD,51599,US,Mid-Market,Logistics,Active,Organic,2021-10-21,74079.7,0,2021-06-20T18:57:40.526195,2024-03-08T22:38:34.975055
584,CUST-00584,Angel,Colon,Angel Colon,julia17@example.org,001-528-817-0744,34422 Thomas Rue,Smithmouth,HI,28638,US,SMB,Finance,Active,Paid Search,2020-03-19,42941.25,1,2024-05-18T11:03:00.426961,2024-04-08T18:36:33.308691
585,CUST-00585,Christopher,Best,Christopher Best,aguilarkevin@example.com,926.890.3265x5132,794 Tara Springs,West Stacy,GU,91208,US,Mid-Market,Finance,Churned,Organic,2024-05-24,84818.67,1,2020-07-06T20:02:06.273415,2024-07-16T15:47:53.902659
586,CUST-00586,Daniel,Johnson,Daniel Johnson,floressarah@example.net,626-986-4986,623 Gray Circle Apt. 884,Stephentown,NY,98700,US,Enterprise,Government,Prospect,Referral,2018-09-28,152025.75,1,2019-08-13T17:21:57.392289,2024-10-27T10:28:21.670597
587,CUST-00587,Angela,Davis,Angela Davis,henrychristine@example.net,(516)840-0698,53484 Nelson Canyon,North Jeffrey,NC,54269,US,Mid-Market,Healthcare,Active,Paid Search,2021-12-14,51784.84,0,2020-03-25T05:48:50.541979,2024-06-06T23:59:43.220930
588,CUST-00588,Earl,Foley,Earl Foley,jamesacosta@example.net,001-820-555-0330x000,673 Cheryl Alley Apt. 141,Yatestown,OR,12604,US,Consumer,Media,Prospect,Event,2019-03-06,135261.3,0,2020-09-09T17:43:51.695349,2024-10-02T14:04:33.312815
589,CUST-00589,Courtney,Hoover,Courtney Hoover,dharris@example.net,001-789-679-0608,674 Sanchez Causeway,New Lisashire,NY,36851,US,SMB,Technology,Active,Organic,2018-12-21,98529.1,1,2022-10-16T01:30:37.496037,2024-04-01T03:34:39.592856
590,CUST-00590,David,Davis,David Davis,gmiller@example.net,451-698-5458,34015 Mario Garden,Roberttown,NV,42660,US,Mid-Market,Healthcare,Active,Organic,2023-11-05,107187.69,0,2020-08-16T15:47:31.577505,2024-07-29T08:38:25.499993
591,CUST-00591,Carla,Campbell,Carla Campbell,michelle67@example.org,001-401-408-2402x818,794 Edward Lock,North Alyssa,NY,09679,US,Consumer,Technology,Active,Organic,2024-03-26,52134.77,0,2021-06-24T00:38:49.928462,2024-09-09T02:39:28.437893
592,CUST-00592,Rebecca,Mcdonald,Rebecca Mcdonald,dana36@example.com,(335)470-0412,81612 Reed Brook Suite 610,South Carolynbury,AR,35169,US,Enterprise,Logistics,Active,Paid Search,2023-07-12,196326.7,1,2020-12-26T01:24:32.475157,2024-01-09T14:42:06.649272
593,CUST-00593,Christopher,Hoffman,Christopher Hoffman,fmiller@example.net,001-723-229-6151x204,665 Stephanie Trail Suite 460,Dianaberg,NV,55415,US,Consumer,Manufacturing,Active,Event,2021-08-28,136259.44,0,2024-11-29T05:50:48.222286,2024-11-07T21:06:43.033050
594,CUST-00594,Kevin,Bryan,Kevin Bryan,cookadam@example.com,001-434-472-4358x617,27267 William Vista Suite 656,Port David,CA,81949,US,SMB,Government,Active,Referral,2018-03-06,111720.93,0,2024-02-26T13:04:15.295812,2024-11-19T11:57:01.390108
595,CUST-00595,Riley,Gardner,Riley Gardner,kristy47@example.com,329-603-5006,2235 Cain Inlet Apt. 466,North Edward,MA,84019,US,Consumer,Logistics,Active,Referral,2021-07-29,209351.15,0,2021-01-11T07:07:58.918886,2024-04-02T12:24:01.315238
596,CUST-00596,Joanna,Kelly,Joanna Kelly,andreross@example.net,441-911-9738x818,63435 Mason Way,Lake Calvin,NC,36837,US,Mid-Market,Finance,Active,Event,2020-07-01,86275.95,1,2022-02-08T13:41:44.215245,2024-06-02T15:18:27.041098
597,CUST-00597,Andrew,Sullivan,Andrew Sullivan,reedcorey@example.org,4215254341,60498 Smith Garden,Thomashaven,MS,07430,US,Mid-Market,Media,Active,Social Media,2019-10-26,204692.1,1,2024-11-28T22:23:45.066710,2024-03-15T03:57:09.020364
598,CUST-00598,Bryan,Hale,Bryan Hale,lpierce@example.net,+1-301-914-0034x713,786 Kimberly Cove,Hensonberg,WV,47002,US,Consumer,Real Estate,Active,Social Media,2018-09-26,75063.6,1,2022-10-14T15:31:29.924992,2024-08-13T18:18:50.030878
599,CUST-00599,Karen,Williams,Karen Williams,perkinsjustin@example.net,485.350.1137x535,2887 Thomas Tunnel,Georgeton,VT,30214,US,Enterprise,Media,Churned,Partner,2021-07-20,200212.36,0,2021-04-11T01:49:04.746732,2024-12-12T01:12:50.828724
600,CUST-00600,Daniel,Johnson,Daniel Johnson,maxwelltheodore@example.org,(539)996-4771,07681 Ian Heights Apt. 855,Camachohaven,AZ,02431,US,Enterprise,Logistics,Active,Referral,2022-10-31,243055.14,0,2019-03-10T19:05:06.520789,2024-04-04T00:32:58.355893
601,CUST-00601,Miranda,Lee,Miranda Lee,nancymaynard@example.org,969-606-9685,706 Fleming Knolls Apt. 691,New Melissa,PW,48299,US,Mid-Market,Healthcare,Inactive,Organic,2023-05-18,247075.84,1,2022-11-17T11:37:50.010571,2024-12-09T21:28:23.319768
602,CUST-00602,Sherry,Davis,Sherry Davis,robersonpatricia@example.org,(510)370-3350x8424,248 Gordon Forges,North Kevinville,WA,56217,US,Mid-Market,Retail,Churned,Paid Search,2018-05-21,80277.5,0,2022-03-16T08:32:39.979443,2024-10-23T06:33:22.777985
603,CUST-00603,Lisa,Stewart,Lisa Stewart,craigbuck@example.com,358.364.6339x5348,0147 Green Drives,Wagnershire,WY,56139,US,Enterprise,Government,Churned,Social Media,2019-08-08,138237.52,0,2023-12-27T17:11:10.669586,2024-02-14T18:06:10.706911
604,CUST-00604,Thomas,Arnold,Thomas Arnold,taylorkaylee@example.com,651.423.9597x8155,097 Jeremy Lights Apt. 244,Changstad,WI,37225,US,Consumer,Healthcare,Prospect,Partner,2020-03-31,147100.23,1,2020-12-16T19:24:08.963776,2024-06-18T07:16:02.765511
605,CUST-00605,Donald,Howard,Donald Howard,murraybruce@example.net,915.764.7837x031,80274 Mary Parkway Suite 726,East Annamouth,KS,99033,US,Enterprise,Government,Active,Referral,2021-02-02,141865.18,0,2020-10-05T03:44:40.056919,2024-07-12T06:37:51.844404
606,CUST-00606,Tina,Barry,Tina Barry,wendy76@example.com,820-976-3271x353,259 Jeffery Pines Suite 879,South Paulatown,AS,35005,US,Enterprise,Real Estate,Active,Paid Search,2019-04-21,216935.08,0,2021-08-14T11:36:48.049228,2024-12-08T14:56:07.239747
607,CUST-00607,Victoria,Garza,Victoria Garza,bensonkimberly@example.org,705-908-9273x961,0535 Cole Street Suite 897,Pagestad,KS,21313,US,Consumer,Manufacturing,Inactive,Event,2019-08-21,121653.41,1,2021-01-20T06:29:04.746908,2024-01-29T04:08:36.563457
608,CUST-00608,Janet,Johnson,Janet Johnson,dylan27@example.org,(927)732-0222x7111,9171 Martin Tunnel Suite 298,Danielview,MP,72916,US,Enterprise,Retail,Active,Social Media,2023-10-26,36391.24,1,2020-10-30T00:04:27.186082,2024-07-21T13:35:00.635610
609,CUST-00609,Antonio,Thompson,Antonio Thompson,amoses@example.org,001-322-602-6980,647 Bruce Plains,Port Charlesmouth,FM,03034,US,Enterprise,Government,Active,Event,2018-09-22,59776.03,1,2024-06-13T14:05:14.885454,2024-10-22T01:51:59.784073
610,CUST-00610,Christopher,Bradshaw,Christopher Bradshaw,beasleygina@example.org,393-932-6724x4693,476 Ruth Avenue,New Antonio,MO,99621,US,SMB,Education,Active,Paid Search,2021-02-13,204437.79,0,2024-07-04T03:06:12.093381,2024-04-05T04:48:08.523423
611,CUST-00611,Eric,Bailey,Eric Bailey,daniel93@example.net,+1-832-572-7281x291,049 Brown Village Suite 676,Madisonmouth,VI,22285,US,SMB,Manufacturing,Inactive,Event,2023-02-06,171370.58,0,2021-11-14T09:04:14.324524,2024-04-21T03:53:51.194710
612,CUST-00612,Tiffany,Chapman,Tiffany Chapman,andrew08@example.net,(440)267-5602x08019,15439 Joshua Plains,New Jeffreyburgh,MI,25722,US,Mid-Market,Manufacturing,Prospect,Social Media,2019-11-08,193620.71,0,2019-09-25T00:17:49.729721,2024-03-04T10:22:57.938576
613,CUST-00613,Susan,Sanchez,Susan Sanchez,lisabullock@example.com,(601)593-5450x369,32436 Brittany Curve,Port Amandastad,OK,98362,US,SMB,Government,Churned,Event,2018-06-21,22777.07,1,2023-03-08T12:15:30.161803,2024-12-31T22:25:46.568655
614,CUST-00614,Jerry,Martinez,Jerry Martinez,karen12@example.net,4752965999,37631 Stevens Radial,Joshualand,PW,02452,US,Mid-Market,Government,Prospect,Social Media,2024-10-04,189993.58,0,2020-09-08T07:50:59.464397,2024-08-05T21:05:37.511332
615,CUST-00615,Michelle,Davidson,Michelle Davidson,ypeterson@example.org,001-722-567-1317,64752 King Cove Apt. 096,South Lindseybury,AK,01092,US,Enterprise,Media,Active,Organic,2021-12-18,78125.21,1,2021-12-30T16:26:52.198125,2024-02-27T22:51:05.278353
616,CUST-00616,Judy,Patel,Judy Patel,josephlee@example.net,615-535-5051,91430 Washington Ramp,Littleview,NH,79860,US,Mid-Market,Media,Churned,Organic,2019-11-18,43847.47,0,2024-10-25T02:18:20.841383,2024-05-17T00:23:36.569055
617,CUST-00617,Joyce,Heath,Joyce Heath,shawjoel@example.com,+1-958-819-2048x7706,32998 Gomez Knolls,East Matthewside,TN,38490,US,Enterprise,Technology,Active,Social Media,2019-01-27,13114.54,0,2024-09-19T20:23:14.878823,2024-04-10T15:02:51.458162
618,CUST-00618,Nicole,Cook,Nicole Cook,jill83@example.net,+1-625-867-2620,92543 Mclaughlin Common Suite 282,East Molly,AL,99457,US,Mid-Market,Manufacturing,Active,Social Media,2021-07-10,126529.03,0,2018-09-29T16:13:33.537001,2024-03-08T02:33:19.771191
619,CUST-00619,Jessica,Alvarado,Jessica Alvarado,katherinezhang@example.com,(486)439-4201,1499 Brooke Turnpike,New Jacquelinechester,MO,22814,US,Enterprise,Technology,Active,Social Media,2022-06-13,148713.88,0,2023-10-27T06:01:10.020399,2024-06-11T06:41:06.891500
620,CUST-00620,Dennis,Ross,Dennis Ross,maria09@example.com,(532)517-4003x91019,89222 Huff Course Apt. 936,Lake Brandontown,NC,19318,US,Consumer,Real Estate,Churned,Paid Search,2019-11-02,86390.13,0,2021-03-25T08:20:30.479377,2024-08-29T05:19:19.657343
621,CUST-00621,Luke,Campbell,Luke Campbell,dguerra@example.com,(526)643-8500x95372,76231 Tonya Flat Suite 109,Justinland,NE,39779,US,Enterprise,Manufacturing,Active,Social Media,2018-10-11,12887.94,0,2018-12-17T17:25:59.624695,2024-03-14T05:14:09.629301
622,CUST-00622,Cory,Bailey,Cory Bailey,darren37@example.org,676.485.7606x349,6175 Garcia Plaza,Smithland,MP,65304,US,Mid-Market,Technology,Prospect,Referral,2024-04-19,67636.35,1,2022-05-04T00:15:37.972274,2024-07-25T15:43:36.834630
623,CUST-00623,Gerald,Terry,Gerald Terry,justinrobinson@example.com,841-672-3456x538,025 Mejia Land Apt. 626,West Haleyburgh,ID,68097,US,Enterprise,Healthcare,Inactive,Referral,2018-04-16,162019.2,0,2021-01-13T23:31:56.913386,2024-09-15T10:21:47.495851
624,CUST-00624,Bryan,Smith,Bryan Smith,jeremy55@example.com,001-542-916-4359x900,6047 Mclaughlin Hill,South William,PW,68992,US,Mid-Market,Manufacturing,Churned,Paid Search,2024-09-12,178328.75,0,2019-11-01T11:28:03.806468,2024-03-18T16:39:20.935698
625,CUST-00625,Brett,Luna,Brett Luna,wbridges@example.com,767-226-3681x541,77291 Kimberly Inlet,Blakemouth,SD,74176,US,Consumer,Government,Active,Social Media,2018-07-30,63373.68,1,2020-09-11T05:02:37.349257,2024-04-16T03:51:04.890283
626,CUST-00626,Joel,Jenkins,Joel Jenkins,rogersbenjamin@example.net,874.969.8330,306 Haynes Crest Apt. 226,Barronfort,PW,75819,US,SMB,Media,Churned,Social Media,2024-03-05,146329.55,0,2022-06-30T21:44:03.116637,2024-10-11T01:16:32.793113
627,CUST-00627,Christina,Wise,Christina Wise,gmurphy@example.com,+1-990-867-3963x4289,550 Duncan Dam,Lake Stanleyview,SD,74036,US,SMB,Media,Prospect,Partner,2021-03-01,152458.0,0,2020-12-16T03:12:15.239834,2024-09-13T06:11:41.493315
628,CUST-00628,Christian,Lin,Christian Lin,zjohnson@example.org,(401)362-9073,1826 Church Trafficway,Port Linda,NH,12354,US,Enterprise,Logistics,Active,Paid Search,2022-10-12,247096.06,0,2021-03-15T11:24:14.048990,2024-11-30T16:15:59.033149
629,CUST-00629,Adam,Henderson,Adam Henderson,george94@example.org,2393831354,9967 Victoria Rapid Apt. 195,Leestad,KS,80095,US,SMB,Manufacturing,Prospect,Event,2023-10-24,238070.86,0,2021-09-17T23:06:39.751567,2024-12-16T20:15:16.678893
630,CUST-00630,Joseph,Hoffman,Joseph Hoffman,donna30@example.net,(817)881-6780,315 Dakota Run Suite 928,West Aaronmouth,WI,06580,US,Mid-Market,Retail,Churned,Referral,2021-08-03,224971.92,1,2018-10-20T12:03:46.037181,2024-01-20T21:50:33.711591
631,CUST-00631,Carol,Moore,Carol Moore,griffinbrandon@example.org,480.681.7262x82968,500 Thomas Parkways Suite 927,Christopherchester,ND,00787,US,SMB,Retail,Prospect,Organic,2022-06-01,164022.44,0,2020-12-17T03:25:45.296868,2024-08-04T19:04:55.952066
632,CUST-00632,Daniel,Greene,Daniel Greene,jacksonthomas@example.com,(308)908-2039,263 Ramirez Forge,Leahfurt,SC,85823,US,SMB,Government,Inactive,Social Media,2024-04-04,184314.66,0,2019-04-15T23:57:38.477700,2024-04-02T15:04:12.767245
633,CUST-00633,Yesenia,Becker,Yesenia Becker,milleralex@example.net,924-725-3690x9123,28497 Morrow Squares,East Chelseamouth,AL,17784,US,SMB,Technology,Prospect,Partner,2024-02-15,159759.24,1,2024-06-05T03:37:52.545000,2024-04-17T11:22:07.253157
634,CUST-00634,Nicholas,Anderson,Nicholas Anderson,bobby53@example.net,001-464-381-8754x036,977 April Harbor Suite 623,East Ronnie,MS,53353,US,SMB,Media,Active,Referral,2023-05-09,210239.35,0,2023-08-25T04:09:58.367535,2024-08-09T04:20:17.524508
635,CUST-00635,Colleen,Rice,Colleen Rice,andersonbonnie@example.net,422.204.2986x2269,6179 Thompson Key Suite 999,New Robin,PA,96709,US,SMB,Finance,Inactive,Referral,2019-12-27,185359.26,0,2021-11-02T02:25:30.223260,2024-03-19T19:30:48.817499
636,CUST-00636,Karen,Navarro,Karen Navarro,dhawkins@example.net,279.625.6041x3482,53983 Eric Crossroad,Smithtown,MH,09217,US,SMB,Finance,Active,Paid Search,2024-01-21,56220.32,0,2020-01-11T04:47:04.813519,2024-01-19T04:18:15.470017
637,CUST-00637,Tiffany,Hale,Tiffany Hale,maryramsey@example.org,930-749-1341x0389,872 Brittany Plains,Newmanfurt,ME,21442,US,Consumer,Education,Active,Paid Search,2024-07-04,146599.89,1,2023-03-13T06:35:52.211877,2024-09-01T04:03:50.285867
638,CUST-00638,Heidi,Phillips,Heidi Phillips,brianwhite@example.com,609.876.6919,805 Ferguson Avenue,South Donnabury,SC,00865,US,Enterprise,Logistics,Active,Event,2018-01-30,146101.87,0,2021-02-20T13:04:20.301537,2024-05-29T12:11:11.566156
639,CUST-00639,Craig,Fox,Craig Fox,whernandez@example.net,001-540-943-4741x253,1007 Simpson Row Apt. 175,East Robertshire,WV,87433,US,Consumer,Technology,Churned,Organic,2022-01-01,216940.69,1,2019-04-04T09:20:58.583295,2024-01-17T11:10:44.552203
640,CUST-00640,Heather,Whitaker,Heather Whitaker,garzazachary@example.org,970.634.2444,7607 Cline Trail,West Valerie,FM,01174,US,SMB,Government,Active,Referral,2023-03-18,34772.63,0,2022-11-04T07:30:37.150453,2024-06-21T04:18:36.385188
641,CUST-00641,Manuel,Waters,Manuel Waters,ssoto@example.net,001-651-273-2895x145,580 Reed Streets,Lake Jillville,MD,59731,US,SMB,Government,Churned,Social Media,2022-04-04,36234.43,0,2019-10-29T00:31:50.888085,2024-09-19T21:39:48.302688
642,CUST-00642,Christine,Caldwell,Christine Caldwell,weeksbrandon@example.com,600.240.9304x5418,822 Linda Burg,New Patrick,WI,21514,US,Enterprise,Logistics,Active,Event,2019-09-29,246666.77,0,2023-05-15T21:54:02.168892,2024-09-27T06:14:34.077214
643,CUST-00643,Bill,Palmer,Bill Palmer,rcohen@example.net,001-307-888-0265x295,693 Jennifer Junctions Suite 230,New Tricia,ME,35057,US,Enterprise,Healthcare,Inactive,Paid Search,2024-05-28,52740.9,0,2023-12-13T14:39:28.354181,2024-07-03T03:33:36.878884
644,CUST-00644,William,Brown,William Brown,gfreeman@example.net,+1-687-509-2019x918,32661 Matthew Harbor,Annmouth,GA,52843,US,Mid-Market,Logistics,Active,Referral,2023-05-19,153812.69,1,2019-09-08T21:59:29.723623,2024-08-28T21:05:53.522228
645,CUST-00645,Daniel,Douglas,Daniel Douglas,rlindsey@example.org,(605)739-7077,7082 Christopher Terrace Apt. 461,Jessicashire,KY,55711,US,Consumer,Government,Inactive,Social Media,2018-03-24,1664.95,0,2024-02-19T01:50:02.597425,2024-06-26T20:18:00.133872
646,CUST-00646,Paul,Russell,Paul Russell,johnwarner@example.net,(905)930-2618x4025,68605 Phillip Canyon,Fosterchester,MP,01597,US,SMB,Healthcare,Active,Partner,2024-02-09,48048.89,0,2020-08-06T04:27:02.572844,2024-02-17T07:28:11.711404
647,CUST-00647,Alyssa,Davidson,Alyssa Davidson,aadams@example.net,+1-491-203-9091,025 Andrew Greens,Ericborough,WI,60803,US,Mid-Market,Technology,Prospect,Paid Search,2022-07-12,78367.02,0,2023-04-19T19:56:37.473272,2024-07-27T01:02:01.590179
648,CUST-00648,Heather,Richardson,Heather Richardson,tanyawilliams@example.net,001-486-202-7574x544,8944 Perez Course Apt. 808,Lake Amyfurt,MI,82978,US,Consumer,Media,Churned,Paid Search,2024-01-01,42171.54,0,2020-06-14T14:23:03.861791,2024-03-18T08:35:53.884470
649,CUST-00649,Olivia,Bruce,Olivia Bruce,kbaird@example.org,+1-552-817-9705x660,2486 Seth Hill,Shieldsberg,WV,55760,US,SMB,Manufacturing,Inactive,Event,2023-05-02,130311.96,0,2024-04-23T23:52:23.934797,2024-05-28T15:13:35.597021
650,CUST-00650,David,Gomez,David Gomez,william01@example.com,701.873.1671,8790 Anderson Glens,Charlesbury,OR,43282,US,Consumer,Retail,Active,Social Media,2024-12-16,90133.1,0,2020-02-26T04:50:47.149053,2024-07-26T14:00:01.561980
651,CUST-00651,Brian,Bennett,Brian Bennett,jason57@example.net,8578191898,693 Rivera Crossing Apt. 359,Bakerside,NH,52403,US,Mid-Market,Government,Active,Referral,2019-11-07,56468.18,0,2021-10-29T23:24:09.776835,2024-01-03T12:44:46.986980
652,CUST-00652,Gloria,Williams,Gloria Williams,victoriabenson@example.com,001-818-943-0192x209,32973 Jason Wall,Robertston,HI,73989,US,Mid-Market,Healthcare,Churned,Partner,2019-04-20,42661.69,0,2024-06-13T12:08:18.873430,2024-04-27T21:51:12.852287
653,CUST-00653,Kathryn,Ochoa,Kathryn Ochoa,lbennett@example.net,(742)477-3923,32091 Barker Alley,South Christinabury,WV,23463,US,Enterprise,Government,Prospect,Paid Search,2024-07-17,192926.79,0,2021-08-12T13:48:09.485537,2024-04-17T08:39:19.271018
654,CUST-00654,Jason,Phillips,Jason Phillips,pamelasmith@example.net,355.515.4526x0756,00643 Emily Ferry,Haneyberg,PW,17315,US,Enterprise,Finance,Prospect,Organic,2022-08-14,12534.65,0,2021-06-13T12:03:42.357702,2024-06-20T01:59:16.205881
655,CUST-00655,Jeffery,Crosby,Jeffery Crosby,friedmanrichard@example.com,001-770-470-3850x360,41074 David Park Suite 067,Williamchester,NH,55583,US,Consumer,Logistics,Inactive,Organic,2020-11-24,137046.95,1,2018-12-19T00:18:07.271135,2024-07-27T07:37:48.585939
656,CUST-00656,Aaron,Howe,Aaron Howe,cameronjohn@example.com,985.664.6149,793 Alexandra Forge Suite 984,West Carolhaven,NE,05007,US,Mid-Market,Technology,Prospect,Event,2023-10-24,157762.68,0,2022-02-15T04:37:38.345968,2024-08-15T00:01:11.935095
657,CUST-00657,Leslie,Edwards,Leslie Edwards,douglasbutler@example.com,332-323-9461x2128,485 John Avenue Apt. 276,East Renee,GU,78040,US,Consumer,Finance,Prospect,Partner,2024-01-25,67859.3,0,2024-10-20T20:44:19.848431,2024-09-14T08:54:00.482525
658,CUST-00658,Kevin,Jimenez,Kevin Jimenez,matthewespinoza@example.net,771.688.8223x78870,8061 Heidi Glens,Richardmouth,WA,75861,US,Consumer,Finance,Churned,Event,2019-03-18,154615.64,0,2022-03-13T05:10:32.372560,2024-12-21T22:08:45.517506
659,CUST-00659,Tanya,Myers,Tanya Myers,zachary79@example.com,001-563-883-0972,80926 Patrick Curve,North Robertstad,MH,42267,US,Enterprise,Finance,Inactive,Referral,2023-04-09,152445.95,0,2023-02-16T03:42:48.038680,2024-09-07T11:37:38.934591
660,CUST-00660,Richard,Ramirez,Richard Ramirez,wmorris@example.com,951.724.7640x0068,240 Jones Light Suite 451,East Patricia,VI,40155,US,Mid-Market,Education,Prospect,Social Media,2021-06-30,74190.12,0,2019-10-27T14:10:57.385585,2024-10-08T18:16:35.669996
661,CUST-00661,Brianna,Kennedy,Brianna Kennedy,lauriewhitaker@example.org,868.560.8357x01703,442 William Loop,East Brandonmouth,VA,06859,US,Consumer,Technology,Prospect,Social Media,2020-01-27,82985.6,0,2021-10-13T15:56:59.033010,2024-09-26T08:00:33.276359
662,CUST-00662,Jeffrey,Bird,Jeffrey Bird,julie34@example.net,001-909-461-9797,2841 Michael Ridge Suite 804,Robinmouth,IL,46892,US,Enterprise,Finance,Active,Partner,2023-06-09,167420.97,0,2023-04-10T23:22:45.805920,2024-05-18T05:11:49.040766
